AIRLINE;TRIP;ROU;TYP;PAX;ST;SCHENGEN;AT;BT;POS;BELT;BOUND;HANDLING_TYPE;SIKA;BELT_FIRST;BELT_LAST;EG;LG;DAUER_AUSGABE;STOERGRUND_GD
AB;6537;TXL;321;96;03.02.2016 10:50;1;03.02.2016 10:39;03.02.2016 10:43;12;11;1;J;210;03.02.2016 10:55;03.02.2016 10:56;12;13;1;
SU;2336;SVO;320;59;03.02.2016 10:55;0;03.02.2016 10:52;03.02.2016 10:58;15;30;1;J;140;03.02.2016 11:06;03.02.2016 11:36;8;39;31;
AB;6540;TXL;73W;85;03.02.2016 10:55;1;03.02.2016 10:58;03.02.2016 10:47;13;;0;J;144;;;;;;
0B;330;SBZ;734;106;03.02.2016 11:00;0;03.02.2016 11:52;03.02.2016 11:45;43;;0;J;168;;;;;;
LX;1177;ZRH;AR1;77;03.02.2016 11:00;1;03.02.2016 11:11;03.02.2016 11:02;52;;0;J;97;;;;;;
EZY;6916;EDI;319;43;03.02.2016 11:00;0;03.02.2016 11:01;03.02.2016 10:49;19;;0;J;156;;;;;;
LH;133;FRA;320;80;03.02.2016 11:05;1;03.02.2016 11:16;03.02.2016 11:05;10;;0;J;168;;;;;;
TK;1702;IST;321;175;03.02.2016 11:20;0;03.02.2016 12:06;03.02.2016 11:52;9;;0;J;180;;;;;;
4U;2463;LHR;319;42;03.02.2016 11:20;0;03.02.2016 11:06;03.02.2016 11:10;44;32;1;J;150;03.02.2016 11:39;03.02.2016 11:39;29;29;0;
KL;1869;AMS;E90;98;03.02.2016 11:25;1;03.02.2016 11:09;03.02.2016 11:13;14;31;1;J;100;03.02.2016 11:40;03.02.2016 11:40;26;26;0;
AB;7688;PMI;321;176;03.02.2016 11:40;1;03.02.2016 11:59;03.02.2016 11:48;12;;0;J;210;;;;;;
X3;2218;TFS;73H;176;03.02.2016 11:45;1;03.02.2016 11:58;03.02.2016 11:47;32;;0;J;189;;;;;;
SU;2337;SVO;320;78;03.02.2016 12:05;0;03.02.2016 12:15;03.02.2016 12:03;15;;0;J;140;;;;;;
KL;1870;AMS;E90;83;03.02.2016 12:10;1;03.02.2016 12:17;03.02.2016 12:07;14;;0;J;100;;;;;;
4U;2460;LHR;319;57;03.02.2016 12:25;0;03.02.2016 12:35;03.02.2016 12:29;42;;0;J;144;;;;;;
LH;2146;MUC;E95;56;03.02.2016 12:25;1;03.02.2016 12:25;03.02.2016 12:28;10;11;1;J;120;03.02.2016 12:42;03.02.2016 12:44;13;16;3;Mixed First + Eco-Bag
DE;1480;LPA;320;173;03.02.2016 12:40;1;03.02.2016 13:01;03.02.2016 12:48;35;;0;J;180;;;;;;
LH;2147;MUC;E95;72;03.02.2016 13:00;1;03.02.2016 13:09;03.02.2016 12:57;10;;0;J;120;;;;;;
PC;321;SAW;73H;122;03.02.2016 13:05;0;03.02.2016 12:59;03.02.2016 13:04;15;30;1;J;189;03.02.2016 13:18;03.02.2016 13:28;15;24;9;
8Q;495;IST;320;66;03.02.2016 13:15;0;03.02.2016 13:21;03.02.2016 13:26;17;40;1;J;180;03.02.2016 13:36;03.02.2016 13:40;9;13;4;
LX;1168;ZRH;AR1;33;03.02.2016 13:20;1;03.02.2016 13:17;03.02.2016 13:21;13;31;1;J;97;03.02.2016 13:32;03.02.2016 13:35;11;14;3;
4U;2781;BUD;319;87;03.02.2016 13:40;1;03.02.2016 14:43;03.02.2016 14:46;10;11;1;J;144;03.02.2016 14:55;03.02.2016 14:57;9;10;1;
PC;322;SAW;73H;170;03.02.2016 13:45;0;03.02.2016 14:14;03.02.2016 14:05;15;;0;J;189;;;;;;
8Q;496;IST;320;125;03.02.2016 13:55;0;03.02.2016 14:17;03.02.2016 14:05;17;;0;J;180;;;;;;
LH;130;FRA;733;52;03.02.2016 13:55;1;;;CL;;1;J;139;;;;;;
AB;6545;TXL;DH4;69;03.02.2016 14:10;1;03.02.2016 14:10;03.02.2016 14:16;62D;30;1;J;76;03.02.2016 14:26;03.02.2016 14:28;10;11;1;
AF;1508;CDG;E70;44;03.02.2016 14:20;1;03.02.2016 14:19;03.02.2016 14:25;14*;20;1;J;76;03.02.2016 14:35;03.02.2016 14:36;10;12;2;
LH;135;FRA;733;75;03.02.2016 14:30;1;03.02.2016 14:42;03.02.2016 14:32;11;;0;J;139;;;;;;
VY;1866;BCN;320;139;03.02.2016 14:40;1;03.02.2016 14:25;03.02.2016 14:30;12;11;1;J;180;03.02.2016 14:42;03.02.2016 14:45;12;16;4;
4U;2754;VIE;320;97;03.02.2016 14:40;1;03.02.2016 14:46;03.02.2016 14:39;46;;0;J;174;;;;;;
AB;6548;TXL;DH4;47;03.02.2016 14:55;1;03.02.2016 14:56;03.02.2016 14:51;62D;;0;J;76;;;;;;
VY;6696;FCO;320;120;03.02.2016 14:55;1;03.02.2016 14:41;03.02.2016 14:45;11;10;1;J;180;03.02.2016 14:57;03.02.2016 14:58;12;13;1;
AF;1509;CDG;E70;60;03.02.2016 15:00;1;03.02.2016 15:12;03.02.2016 15:00;14;;0;J;76;;;;;;
LX;1169;ZRH;AR1;45;03.02.2016 15:00;1;03.02.2016 15:03;03.02.2016 14:52;13;;0;J;97;;;;;;
4U;5713;PRN;319;136;03.02.2016 15:05;0;03.02.2016 15:08;03.02.2016 15:12;46;32;1;J;150;03.02.2016 15:26;03.02.2016 15:33;14;21;7;Verzögerung beim Gepäcktransport
4U;2004;TXL;319;111;03.02.2016 15:10;1;03.02.2016 15:16;03.02.2016 15:10;50;;0;J;144;;;;;;
EW;4996;BRU;CR9;37;03.02.2016 15:15;1;03.02.2016 15:21;03.02.2016 15:14;64D;;0;J;90;;;;;;
AB;6612;HAJ;DH4;35;03.02.2016 15:15;1;03.02.2016 15:14;03.02.2016 15:09;63D;;0;J;76;;;;;;
VY;1867;BCN;320;151;03.02.2016 15:20;1;03.02.2016 15:30;03.02.2016 15:17;12;;0;J;180;;;;;;
4U;2040;HAM;319;114;03.02.2016 15:20;1;03.02.2016 15:36;03.02.2016 15:28;41;;0;J;144;;;;;;
4U;2032;BRE;319;61;03.02.2016 15:25;1;03.02.2016 15:31;03.02.2016 15:22;44;;0;J;150;;;;;;
4U;2072;LEJ;319;44;03.02.2016 15:30;1;03.02.2016 15:33;03.02.2016 15:27;51;;0;J;144;;;;;;
VY;6697;FCO;320;121;03.02.2016 15:35;1;03.02.2016 15:38;03.02.2016 15:26;11;;0;J;180;;;;;;
AB;6659;HAM;73W;103;03.02.2016 15:35;1;03.02.2016 15:27;03.02.2016 15:30;13;31;1;J;144;03.02.2016 15:42;03.02.2016 15:44;12;14;2;
0B;329;SBZ;734;83;03.02.2016 15:40;0;03.02.2016 16:23;03.02.2016 16:29;17;40;1;J;168;03.02.2016 16:37;03.02.2016 16:41;8;13;5;
4U;2050;HAJ;319;45;03.02.2016 15:40;1;03.02.2016 15:44;03.02.2016 15:37;40;;0;J;144;;;;;;
4U;2026;DRS;319;78;03.02.2016 16:05;1;03.02.2016 16:03;03.02.2016 15:57;45;;0;J;144;;;;;;
LH;2148;MUC;E95;77;03.02.2016 16:10;1;03.02.2016 16:01;03.02.2016 16:04;11;10;1;J;120;03.02.2016 16:13;03.02.2016 16:16;9;11;2;
0B;130;OTP;734;123;03.02.2016 16:10;0;03.02.2016 17:23;03.02.2016 17:07;17;;0;J;168;;;;;;
4U;8004;TXL;319;71;03.02.2016 16:15;1;03.02.2016 16:11;03.02.2016 16:14;42;11;1;J;144;03.02.2016 16:21;03.02.2016 16:22;8;9;1;
AB;6660;HAM;73W;83;03.02.2016 16:25;1;03.02.2016 16:32;03.02.2016 16:21;13;;0;J;144;;;;;;
4U;2461;LHR;319;33;03.02.2016 16:30;0;03.02.2016 16:16;03.02.2016 16:19;44;32;1;J;144;03.02.2016 16:28;03.02.2016 16:29;9;9;0;
4U;5203;AJR;320;41;03.02.2016 16:35;1;03.02.2016 16:18;03.02.2016 16:21;43;10;1;C;174;03.02.2016 00:00;03.02.2016 16:30;8;9;1;
4U;7042;HAM;319;102;03.02.2016 16:45;1;03.02.2016 16:28;03.02.2016 16:32;12;11;1;J;150;03.02.2016 16:39;03.02.2016 16:42;8;10;2;
AB;6552;TXL;320;132;03.02.2016 16:45;1;03.02.2016 16:48;03.02.2016 16:38;34;;0;J;180;;;;;;
4U;8005;TXL;319;66;03.02.2016 16:50;1;03.02.2016 17:06;03.02.2016 16:57;42;;0;J;144;;;;;;
LH;2149;MUC;E95;91;03.02.2016 16:50;1;03.02.2016 16:52;03.02.2016 16:42;11;;0;J;120;;;;;;
AB;6842;DUS;DH4;47;03.02.2016 16:55;1;03.02.2016 16:45;03.02.2016 16:48;61D;31;1;J;76;03.02.2016 16:58;03.02.2016 16:59;9;11;2;
4U;2464;LHR;319;55;03.02.2016 17:05;0;03.02.2016 17:11;03.02.2016 17:05;46;;0;J;150;;;;;;
4U;2977;ZAG;319;82;03.02.2016 17:05;0;03.02.2016 16:49;03.02.2016 16:52;45;32;1;J;144;03.02.2016 17:03;03.02.2016 17:04;10;12;2;
4U;2520;BCN;320;91;03.02.2016 17:10;1;03.02.2016 17:27;03.02.2016 17:14;43;;0;J;174;;;;;;
SK;1655;CPH;CR9;42;03.02.2016 17:15;1;03.02.2016 18:29;03.02.2016 18:33;56;30;1;J;88;03.02.2016 18:43;03.02.2016 18:45;11;13;2;
4U;7043;HAM;319;95;03.02.2016 17:20;1;03.02.2016 17:21;03.02.2016 17:09;12;;0;J;150;;;;;;
4U;2180;AMS;319;79;03.02.2016 17:30;1;03.02.2016 17:34;03.02.2016 17:26;44;;0;J;144;;;;;;
AB;662;TXL;320;0;03.02.2016 17:30;1;03.02.2016 17:38;03.02.2016 17:43;51;;1;P;0;;;;;;
AB;6845;DUS;DH4;74;03.02.2016 17:35;1;03.02.2016 17:42;03.02.2016 17:35;61D;;0;J;76;;;;;;
LH;132;FRA;320;88;03.02.2016 17:40;1;03.02.2016 17:35;03.02.2016 17:40;11;10;1;J;168;03.02.2016 17:52;03.02.2016 17:56;11;15;4;
KL;1875;AMS;E90;71;03.02.2016 17:45;1;03.02.2016 17:33;03.02.2016 17:36;52;31;1;J;100;03.02.2016 17:47;03.02.2016 17:50;11;14;3;
SK;1656;CPH;CR9;74;03.02.2016 17:45;1;03.02.2016 19:10;03.02.2016 19:06;56;;0;J;88;;;;;;
4U;2755;VIE;320;91;03.02.2016 17:50;1;03.02.2016 17:31;03.02.2016 17:34;12;11;1;J;174;03.02.2016 17:42;03.02.2016 17:43;8;9;1;
TK;1705;IST;321;127;03.02.2016 17:55;0;03.02.2016 18:10;03.02.2016 18:20;9;10;1;J;194;03.02.2016 18:30;03.02.2016 18:46;10;26;16;
4U;2784;BUD;319;100;03.02.2016 17:55;1;03.02.2016 18:01;03.02.2016 17:50;45;;0;J;144;;;;;;
EW;4997;BRU;CR9;50;03.02.2016 18:00;1;03.02.2016 17:50;03.02.2016 17:54;53;20;1;J;90;03.02.2016 18:04;03.02.2016 18:05;10;11;1;
4U;2018;SXF;319;103;03.02.2016 18:00;1;03.02.2016 18:08;03.02.2016 17:57;10;;0;J;144;;;;;;
4U;2073;LEJ;319;101;03.02.2016 18:05;1;03.02.2016 17:48;03.02.2016 17:53;40;11;1;J;144;03.02.2016 18:02;03.02.2016 18:03;10;10;0;
AB;6613;HAJ;DH4;51;03.02.2016 18:05;1;03.02.2016 17:41;03.02.2016 17:44;62D;30;1;J;76;03.02.2016 17:54;03.02.2016 17:55;10;10;0;
4U;2051;HAJ;319;63;03.02.2016 18:10;1;03.02.2016 17:59;03.02.2016 18:04;42;11;1;J;144;03.02.2016 18:15;03.02.2016 18:16;11;12;1;
4U;2033;BRE;319;88;03.02.2016 18:10;1;03.02.2016 17:53;03.02.2016 17:57;44;31;1;J;150;03.02.2016 18:10;03.02.2016 18:11;13;14;1;Verzögerung beim Gepäcktransport
AF;1808;CDG;E90;46;03.02.2016 18:15;1;03.02.2016 18:02;03.02.2016 18:08;14*;20;1;J;100;03.02.2016 18:16;03.02.2016 18:17;8;9;1;
LX;1174;ZRH;E90;57;03.02.2016 18:15;1;03.02.2016 18:14;03.02.2016 18:19;46;32;1;J;112;03.02.2016 18:33;03.02.2016 18:34;14;15;1;
4U;2005;TXL;319;107;03.02.2016 18:15;1;03.02.2016 18:04;03.02.2016 18:09;10;11;1;J;144;03.02.2016 18:16;03.02.2016 18:17;7;8;1;
AB;6553;TXL;320;105;03.02.2016 18:20;1;03.02.2016 18:17;03.02.2016 18:21;13;30;1;J;180;03.02.2016 18:31;03.02.2016 18:32;10;11;1;
KL;1876;AMS;E90;100;03.02.2016 18:20;1;03.02.2016 18:37;03.02.2016 18:28;52;;0;J;100;;;;;;
AB;6662;HAM;320;175;03.02.2016 18:20;1;03.02.2016 18:31;03.02.2016 18:23;51;;0;J;180;;;;;;
4U;2041;HAM;319;60;03.02.2016 18:25;1;03.02.2016 18:32;03.02.2016 18:36;43;10;1;J;144;03.02.2016 18:47;03.02.2016 18:48;10;12;2;
EW;4998;BRU;CR9;65;03.02.2016 18:35;1;03.02.2016 18:51;03.02.2016 18:44;53;;0;J;90;;;;;;
AB;6614;HAJ;DH4;55;03.02.2016 18:40;1;03.02.2016 18:42;03.02.2016 18:33;62D;;0;J;76;;;;;;
4U;2042;HAM;320;96;03.02.2016 18:40;1;03.02.2016 18:46;03.02.2016 18:32;12;;0;J;174;;;;;;
4U;2034;BRE;319;126;03.02.2016 18:40;1;03.02.2016 18:44;03.02.2016 18:33;40;;0;J;144;;;;;;
BA;920;LHR;321;75;03.02.2016 18:40;0;03.02.2016 18:40;03.02.2016 18:46;15;32;1;J;205;03.02.2016 19:00;03.02.2016 19:04;14;18;4;
4U;2027;DRS;319;70;03.02.2016 18:40;1;03.02.2016 18:27;03.02.2016 18:31;41;10;1;J;144;03.02.2016 18:42;03.02.2016 18:42;11;11;0;
OS;187;VIE;E95;93;03.02.2016 18:45;1;03.02.2016 18:35;03.02.2016 18:41;17;31;1;J;120;03.02.2016 18:54;03.02.2016 18:56;13;15;2;
X3;1477;AJR HAJ;73H;8;03.02.2016 18:45;1;03.02.2016 17:52;03.02.2016 17:56;18;30;1;J;189;03.02.2016 18:01;03.02.2016 18:01;5;5;0;
4U;2822;MXP;319;79;03.02.2016 18:45;1;03.02.2016 18:48;03.02.2016 18:41;44;;0;J;150;;;;;;
AB;6844;DUS;320;52;03.02.2016 18:45;1;03.02.2016 18:25;03.02.2016 18:30;45;31;1;J;180;03.02.2016 18:41;03.02.2016 18:42;11;12;1;
4U;2006;TXL;319;86;03.02.2016 18:45;1;03.02.2016 19:02;03.02.2016 18:41;10;;0;J;144;;;;;;
IS;505;FMO;J32;18;03.02.2016 18:50;1;03.02.2016 18:34;03.02.2016 18:38;50;11;1;J;19;03.02.2016 18:44;03.02.2016 18:45;6;7;1;
AF;1809;CDG;E90;94;03.02.2016 18:55;1;03.02.2016 18:59;03.02.2016 18:48;14;;0;J;100;;;;;;
TK;1706;IST;321;186;03.02.2016 18:55;0;03.02.2016 19:38;03.02.2016 19:24;9;;0;J;194;;;;;;
4U;2756;VIE;319;100;03.02.2016 19:00;1;03.02.2016 19:04;03.02.2016 18:58;42;;0;J;144;;;;;;
A3;510;ATH SKG;320;146;03.02.2016 19:00;1;03.02.2016 18:42;03.02.2016 18:47;12*;20;1;J;174;03.02.2016 18:59;03.02.2016 19:04;12;17;5;Verzögerung beim Gepäcktransport
DE;1459;TFS;32B;173;03.02.2016 19:05;1;03.02.2016 18:38;03.02.2016 18:41;30;31;1;J;220;03.02.2016 18:54;03.02.2016 19:16;13;35;22;
LH;137;FRA;320;151;03.02.2016 19:05;1;03.02.2016 19:13;03.02.2016 19:02;11;;0;J;168;;;;;;
4U;3017;HAJ;319;67;03.02.2016 19:05;1;03.02.2016 19:24;03.02.2016 19:07;43;;0;J;144;;;;;;
AB;6556;TXL;320;111;03.02.2016 19:05;1;03.02.2016 19:07;03.02.2016 18:56;13;;0;J;180;;;;;;
4U;2378;STN;319;60;03.02.2016 19:15;0;03.02.2016 19:28;03.02.2016 19:14;41;;0;J;144;;;;;;
TJT;47;LYS;BEH;14;03.02.2016 19:20;1;03.02.2016 19:22;03.02.2016 19:27;40;20;1;J;19;03.02.2016 19:33;03.02.2016 19:33;6;7;1;
AB;6847;DUS;320;72;03.02.2016 19:20;1;03.02.2016 19:15;03.02.2016 19:09;45;;0;J;180;;;;;;
IS;506;FMO;J32;10;03.02.2016 19:20;1;03.02.2016 19:21;03.02.2016 19:13;50;;0;J;19;;;;;;
OS;188;VIE;E95;69;03.02.2016 19:25;1;03.02.2016 19:31;03.02.2016 19:19;17;;0;J;120;;;;;;
LX;1175;ZRH;E90;49;03.02.2016 19:25;1;03.02.2016 20:01;03.02.2016 19:46;46;;0;J;112;;;;;;
BE;7127;BHX;E75;59;03.02.2016 19:30;0;03.02.2016 19:05;03.02.2016 19:10;19;10;1;J;88;03.02.2016 19:17;03.02.2016 19:18;7;8;1;
BA;919;LHR;321;111;03.02.2016 19:35;0;03.02.2016 19:32;03.02.2016 19:19;15;;0;J;205;;;;;;
AB;6663;HAM;73W;123;03.02.2016 19:35;1;03.02.2016 19:19;03.02.2016 19:22;14;30;1;J;144;03.02.2016 19:31;03.02.2016 19:32;8;10;2;
LH;2150;MUC;CR9;67;03.02.2016 19:40;1;03.02.2016 19:34;03.02.2016 19:39;41;11;1;J;90;03.02.2016 19:51;03.02.2016 19:53;12;14;2;Verzögerung beim Gepäcktransport, Verzögerung bei der Ausladung
A3;511;SKG ATH;320;157;03.02.2016 19:45;1;03.02.2016 20:02;03.02.2016 19:45;12;;0;J;174;;;;;;
TJT;48;LYS;BEH;17;03.02.2016 19:50;1;03.02.2016 19:55;03.02.2016 19:49;40;;0;J;19;;;;;;
OS;245;GRZ;DH4;50;03.02.2016 19:50;1;03.02.2016 19:51;03.02.2016 19:55;42;30;1;J;76;03.02.2016 20:03;03.02.2016 20:04;8;9;1;
4U;8006;TXL;319;99;03.02.2016 19:55;1;03.02.2016 19:52;03.02.2016 19:56;10;11;1;J;144;03.02.2016 20:06;03.02.2016 20:07;10;11;1;
EZY;8525;LGW;319;82;03.02.2016 20:00;0;03.02.2016 19:36;03.02.2016 19:42;17;32;1;J;156;03.02.2016 19:51;03.02.2016 19:53;9;10;1;
AB;6557;TXL;320;85;03.02.2016 20:00;1;03.02.2016 19:42;03.02.2016 19:45;16;31;1;J;180;03.02.2016 19:55;03.02.2016 19:57;10;12;2;
BE;7128;BHX;E75;79;03.02.2016 20:10;0;03.02.2016 20:15;03.02.2016 20:03;19;;0;J;88;;;;;;
AB;6664;HAM;73W;124;03.02.2016 20:15;1;03.02.2016 20:21;03.02.2016 20:12;14;;0;J;144;;;;;;
LH;2151;MUC;CR9;69;03.02.2016 20:15;1;03.02.2016 20:25;03.02.2016 20:17;41;;0;J;90;;;;;;
4U;7048;HAM;320;70;03.02.2016 20:15;1;03.02.2016 20:17;03.02.2016 20:20;12;10;1;J;174;03.02.2016 20:27;03.02.2016 20:29;7;9;2;
OS;246;GRZ;DH4;74;03.02.2016 20:25;1;03.02.2016 20:43;03.02.2016 20:40;42;;0;J;76;;;;;;
AB;6846;DUS;DH4;65;03.02.2016 20:25;1;03.02.2016 20:19;03.02.2016 20:24;63D;30;1;J;76;03.02.2016 20:35;03.02.2016 20:36;11;12;1;Verzögerung bei der Ausladung
4U;8007;TXL;319;52;03.02.2016 20:30;1;03.02.2016 20:41;03.02.2016 20:29;10;;0;J;144;;;;;;
EZY;8526;LGW;319;60;03.02.2016 20:30;0;03.02.2016 20:35;03.02.2016 20:21;17;;0;J;156;;;;;;
AB;6560;TXL;320;152;03.02.2016 20:45;1;03.02.2016 20:50;03.02.2016 20:41;16;;0;J;180;;;;;;
4U;2181;AMS;319;74;03.02.2016 20:50;1;03.02.2016 20:32;03.02.2016 20:36;40;10;1;J;144;03.02.2016 20:43;03.02.2016 20:44;7;8;1;
4U;7049;HAM;320;90;03.02.2016 20:50;1;03.02.2016 21:15;03.02.2016 20:53;12;;0;J;174;;;;;;
4U;2019;SXF;319;100;03.02.2016 21:05;1;03.02.2016 20:33;03.02.2016 20:37;45;11;1;J;144;03.02.2016 20:46;03.02.2016 20:47;10;10;0;
4U;2465;LHR;319;88;03.02.2016 21:10;0;03.02.2016 21:04;03.02.2016 21:06;12*;32;1;J;150;03.02.2016 21:13;03.02.2016 21:15;8;9;1;Mixed Transfer + Lokal
AB;6559;TXL;321;102;03.02.2016 21:15;1;03.02.2016 20:53;03.02.2016 20:56;13;31;1;J;210;03.02.2016 21:03;03.02.2016 21:04;7;8;1;
AF;1608;CDG;E90;51;03.02.2016 21:15;1;03.02.2016 20:58;03.02.2016 21:01;14*;20;1;J;100;03.02.2016 21:11;03.02.2016 21:14;10;13;3;
4U;2823;MXP;319;84;03.02.2016 21:20;1;03.02.2016 21:19;03.02.2016 21:22;28;11;1;J;150;03.02.2016 21:36;03.02.2016 21:38;15;16;1;
EW;4999;BRU;CR9;52;03.02.2016 21:20;1;03.02.2016 21:10;03.02.2016 21:14;64D;20;1;J;90;03.02.2016 21:24;03.02.2016 21:24;10;10;0;
4U;2035;BRE;319;75;03.02.2016 21:25;1;03.02.2016 21:08;03.02.2016 21:12;19;11;1;J;144;03.02.2016 21:18;03.02.2016 21:18;6;7;1;
4U;2785;BUD;319;119;03.02.2016 21:25;1;03.02.2016 21:16;03.02.2016 21:20;41;10;1;J;144;03.02.2016 21:29;03.02.2016 21:30;9;11;2;
AB;6615;HAJ;DH4;54;03.02.2016 21:30;1;03.02.2016 21:11;03.02.2016 21:15;61D;31;1;J;76;03.02.2016 21:25;03.02.2016 21:26;10;11;1;
4U;2521;BCN;320;95;03.02.2016 21:35;1;03.02.2016 21:25;03.02.2016 21:27;75;11;1;J;174;03.02.2016 21:43;03.02.2016 21:45;16;18;2;
4U;3016;HAJ;319;71;03.02.2016 21:35;1;03.02.2016 21:33;03.02.2016 21:37;10;10;1;J;144;03.02.2016 21:43;03.02.2016 21:45;6;7;1;
AB;6665;HAM;320;91;03.02.2016 21:35;1;03.02.2016 21:13;03.02.2016 21:20;16;30;1;J;180;03.02.2016 21:26;03.02.2016 21:27;7;8;1;
4U;2043;HAM;320;73;03.02.2016 21:45;1;03.02.2016 21:22;03.02.2016 21:25;29;11;1;J;174;03.02.2016 21:36;03.02.2016 21:38;11;13;2;
OS;179;VIE;319;99;03.02.2016 21:45;1;03.02.2016 21:36;03.02.2016 21:41;46;30;1;J;138;03.02.2016 21:49;03.02.2016 21:51;8;10;2;
4U;2007;TXL;319;63;03.02.2016 21:50;1;03.02.2016 21:31;03.02.2016 21:34;26;10;1;J;144;03.02.2016 21:41;03.02.2016 21:42;7;8;1;
TK;1709;IST;320;89;03.02.2016 21:50;0;03.02.2016 21:55;03.02.2016 21:59;9;10;1;J;159;03.02.2016 22:07;03.02.2016 22:12;8;13;5;
X3;2219;TFS;73H;128;03.02.2016 22:05;1;03.02.2016 21:47;03.02.2016 21:49;32;32;1;J;189;03.02.2016 22:01;03.02.2016 22:10;12;21;9;
BCS;4299;LEJ;ABY;0;03.02.2016 22:10;1;03.02.2016 22:13;03.02.2016 21:59;105;;0;F;0;;;;;;
4U;2757;VIE;319;84;03.02.2016 22:15;1;03.02.2016 21:59;03.02.2016 22:03;42;11;1;J;144;03.02.2016 22:12;03.02.2016 22:14;8;11;3;
SK;667;CPH;CR9;41;03.02.2016 22:15;1;03.02.2016 22:04;03.02.2016 22:09;56;30;1;J;88;03.02.2016 22:19;03.02.2016 22:21;10;12;2;
KL;1879;AMS;E90;63;03.02.2016 22:25;1;03.02.2016 22:19;03.02.2016 22:22;15;32;1;J;100;03.02.2016 22:31;03.02.2016 22:33;9;11;2;
LH;136;FRA;733;101;03.02.2016 22:25;1;03.02.2016 22:15;03.02.2016 22:19;11;11;1;J;139;03.02.2016 22:26;03.02.2016 22:29;8;10;2;
AB;7689;PMI;321;109;03.02.2016 22:45;1;03.02.2016 22:21;03.02.2016 22:25;34;31;1;J;210;03.02.2016 22:37;03.02.2016 22:50;12;25;13;
4U;2379;STN;319;74;03.02.2016 22:50;0;03.02.2016 22:43;03.02.2016 22:46;43;32;1;J;144;03.02.2016 22:54;03.02.2016 22:55;8;9;1;
FX;7011;CDG;AT7;0;03.02.2016 22:50;1;03.02.2016 22:55;03.02.2016 22:39;203;;0;F;0;;;;;;
AB;6563;TXL;DH4;74;03.02.2016 22:50;1;03.02.2016 23:02;03.02.2016 23:04;62D;30;1;J;76;03.02.2016 23:18;03.02.2016 23:19;13;15;2;
DE;1481;LPA;320;136;03.02.2016 22:55;1;03.02.2016 22:58;03.02.2016 23:01;31;10;1;J;180;03.02.2016 23:18;03.02.2016 23:27;17;26;9;
X3;2169;LPA;73H;186;03.02.2016 23:15;1;03.02.2016 23:21;03.02.2016 23:23;33;31;1;J;189;03.02.2016 23:31;03.02.2016 23:47;7;24;17;
LX;1178;ZRH;100;61;03.02.2016 23:20;1;03.02.2016 23:19;03.02.2016 23:23;17;30;1;J;100;03.02.2016 23:29;03.02.2016 23:31;7;9;2;
X3;950;HAJ;73H;0;04.02.2016 00:00;1;04.02.2016 00:10;04.02.2016 00:01;18;;0;M;0;;;;;;
4U;3002;TXL;319;0;04.02.2016 00:15;1;04.02.2016 00:17;04.02.2016 00:07;19;;0;M;0;;;;;;
X3;949;HAJ;73H;0;04.02.2016 01:05;1;04.02.2016 00:53;04.02.2016 00:56;18;;1;M;0;;;;;;
4U;3001;TXL;319;0;04.02.2016 01:30;1;04.02.2016 00:57;04.02.2016 01:01;19;;1;M;0;;;;;;
FX;8014;CDG;AT4;0;04.02.2016 05:30;1;04.02.2016 05:05;04.02.2016 05:11;203;;1;F;0;;;;;;
LX;1179;ZRH;100;;04.02.2016 05:50;1;;;CL;;0;J;100;;;;;;
KL;1866;AMS;E90;93;04.02.2016 06:00;1;04.02.2016 06:02;04.02.2016 05:52;15;;0;J;100;;;;;;
SK;668;CPH;CR9;37;04.02.2016 06:00;1;04.02.2016 07:24;04.02.2016 07:03;56;;0;J;88;;;;;;
FX;8014;KTW;AT4;0;04.02.2016 06:15;1;04.02.2016 06:16;04.02.2016 06:09;203;;0;F;0;;;;;;
4U;2030;BRE;319;79;04.02.2016 06:20;1;04.02.2016 06:27;04.02.2016 06:21;40;;0;J;144;;;;;;
BCS;4298;LEJ;ABY;0;04.02.2016 06:20;1;04.02.2016 06:05;04.02.2016 06:12;105;;1;F;0;;;;;;
AB;6530;TXL;DH4;56;04.02.2016 06:20;1;04.02.2016 06:25;04.02.2016 06:19;61D;;0;J;76;;;;;;
AB;6650;HAM;320;80;04.02.2016 06:30;1;04.02.2016 06:29;04.02.2016 06:20;16;;0;J;180;;;;;;
4U;2012;SXF;319;109;04.02.2016 06:35;1;04.02.2016 07:00;04.02.2016 06:33;10;;0;J;144;;;;;;
4U;2024;DRS;319;70;04.02.2016 06:40;1;04.02.2016 07:02;04.02.2016 06:45;41;;0;J;144;;;;;;
4U;2044;HAM;319;98;04.02.2016 06:40;1;04.02.2016 06:57;04.02.2016 06:33;12;;0;J;150;;;;;;
AB;6833;DUS;DH4;57;04.02.2016 06:40;1;04.02.2016 06:55;04.02.2016 06:40;62D;;0;J;76;;;;;;
4U;2052;HAJ;319;62;04.02.2016 06:45;1;04.02.2016 07:07;04.02.2016 06:45;43;;0;J;144;;;;;;
AF;1609;CDG;E90;98;04.02.2016 06:45;1;04.02.2016 07:10;04.02.2016 06:42;14;;0;J;100;;;;;;
EW;4904;MXP;CR9;39;04.02.2016 06:50;1;04.02.2016 07:20;04.02.2016 06:56;64D;;0;J;90;;;;;;
